Id,Invoice amount,Customer ID,Is the payment electronic or cash?,Date,time
922567,45,4166,false,5/31/2025,19:07
922412,16,35020,false,5/31/2025,16:58
922384,56,24431,true,5/31/2025,15:52
921970,14,7326,true,5/31/2025,02:35
921756,18,28724,true,5/31/2025,00:02
921712,30,50428,false,5/30/2025,23:25
921660,62,2693,false,5/30/2025,22:47
921526,30,26865,false,5/30/2025,21:12
921415,31,3986,true,5/30/2025,19:14
921402,28,19677,true,5/30/2025,18:56
921348,29,5763,true,5/30/2025,17:56
921212,41,7563,true,5/30/2025,14:44
921197,34,36296,true,5/30/2025,14:33
920927,48,37203,false,5/30/2025,04:53
920718,21,48413,true,5/30/2025,01:17
920324,29,31033,true,5/29/2025,21:24
920276,23,35787,true,5/29/2025,21:02
920217,39,30507,false,5/29/2025,20:07
920105,71,1456,true,5/29/2025,18:19
920076,30,50408,true,5/29/2025,17:51
920012,32,48686,true,5/29/2025,16:00
920000,21,36296,true,5/29/2025,15:26
919919,16,46245,true,5/29/2025,13:49
919895,14,27496,true,5/29/2025,13:19
919776,22,1905,true,5/29/2025,08:58
919763,14,42588,true,5/29/2025,08:36
919617,59,1058,true,5/29/2025,03:16
919597,53,29053,true,5/29/2025,02:58
919225,54,18909,false,5/28/2025,22:03
919074,38,34129,true,5/28/2025,19:41
919069,58,2817,true,5/28/2025,19:39
918866,21,24773,true,5/28/2025,16:44
918556,14,1846,true,5/28/2025,09:27
918420,14,28952,false,5/28/2025,05:39
918394,32,50293,true,5/28/2025,04:50
918348,53,42266,true,5/28/2025,03:16
918188,16,50127,false,5/28/2025,00:57
917901,23,1456,true,5/27/2025,21:57
917763,29,3909,true,5/27/2025,20:26
917675,7,7589,true,5/27/2025,19:24
917596,14,40925,true,5/27/2025,18:00
917458,23,50221,true,5/27/2025,16:01
917372,47,30891,true,5/27/2025,14:31
917086,30,29854,false,5/27/2025,07:43
916971,29,9112,false,5/27/2025,04:43
916964,14,46715,true,5/27/2025,04:21
916787,61,10833,true,5/27/2025,01:59
916578,16,1224,true,5/26/2025,23:29
916526,16,38123,true,5/26/2025,22:39
916404,22,20004,true,5/26/2025,20:40
916371,67,1058,true,5/26/2025,20:16
916183,42,40925,true,5/26/2025,15:30
916084,23,1123,true,5/26/2025,12:21
915682,38,6078,true,5/25/2025,22:54
915473,25,30950,true,5/25/2025,18:28
915414,29,1805,true,5/25/2025,17:03
915404,29,39281,true,5/25/2025,16:48
915228,30,37982,true,5/25/2025,10:47
915099,30,9306,true,5/25/2025,04:55
915000,27,1995,true,5/25/2025,01:30
914752,14,32535,true,5/24/2025,20:51
914560,29,2865,true,5/24/2025,16:27
914239,23,12632,true,5/24/2025,02:18
914142,23,1456,true,5/24/2025,00:14
914109,16,10554,true,5/23/2025,23:47
913872,40,28042,true,5/23/2025,19:55
913792,77,1141,true,5/23/2025,17:15
913745,16,38460,true,5/23/2025,15:39
913709,32,2696,true,5/23/2025,14:41
913464,48,1468,true,5/23/2025,08:39
912774,16,38460,true,5/22/2025,14:06
912675,28,10810,true,5/22/2025,10:20
912584,56,41162,true,5/22/2025,07:03
912503,29,1058,true,5/22/2025,02:34
912270,20,3162,true,5/21/2025,21:49
912103,31,3944,true,5/21/2025,18:13
912089,45,30950,true,5/21/2025,17:46
912056,21,23224,true,5/21/2025,16:38
911839,41,1468,true,5/21/2025,08:23
911688,20,23165,true,5/21/2025,01:07
911276,33,28076,true,5/20/2025,17:16
911033,14,4132,true,5/20/2025,09:20
911005,20,10810,true,5/20/2025,08:05
910976,20,50186,true,5/20/2025,07:14
910905,21,12300,true,5/20/2025,03:24
910453,31,5676,true,5/19/2025,18:20
910325,20,36914,true,5/19/2025,15:12
909934,20,38251,true,5/19/2025,00:07
909896,20,23224,true,5/18/2025,23:35
909778,22,40508,true,5/18/2025,21:38
909747,25,12300,true,5/18/2025,21:07
909738,58,11912,true,5/18/2025,20:57
909634,80,15627,true,5/18/2025,18:56
909570,29,2311,true,5/18/2025,17:04
908887,39,36743,true,5/17/2025,21:26
908667,30,1805,true,5/17/2025,16:32
908527,7,4306,true,5/17/2025,11:47
908339,36,11912,true,5/17/2025,02:54
908306,15,1917,true,5/17/2025,02:14
908282,14,38251,true,5/17/2025,01:49
908155,31,12300,true,5/16/2025,23:32
908017,29,37016,true,5/16/2025,21:15
907977,29,7185,true,5/16/2025,20:42
907865,35,25595,true,5/16/2025,18:52
907795,28,1805,true,5/16/2025,17:37
907489,32,2926,true,5/16/2025,07:35
906950,42,1099,true,5/15/2025,20:15
906921,61,34344,true,5/15/2025,19:38
906918,54,2062,true,5/15/2025,19:18
906852,9,2014,true,5/15/2025,17:20
906837,33,2696,true,5/15/2025,16:54
906727,36,3909,true,5/15/2025,14:16
906466,30,25761,true,5/15/2025,05:24
906381,59,12234,true,5/15/2025,02:04
906376,39,36743,true,5/15/2025,01:54
906369,30,1058,true,5/15/2025,01:48
906222,30,7293,true,5/14/2025,23:38
906168,29,8674,true,5/14/2025,22:42
905926,28,1321,true,5/14/2025,18:00
905884,39,31391,true,5/14/2025,17:22
905882,56,28042,true,5/14/2025,17:16
905822,22,19488,true,5/14/2025,15:46
905744,55,29333,true,5/14/2025,13:19
905458,21,4537,true,5/14/2025,02:27
905399,7,41937,true,5/14/2025,00:57
905175,45,1468,true,5/13/2025,21:56
904650,25,9812,true,5/13/2025,07:24
904645,23,2926,true,5/13/2025,07:19
904523,7,25578,true,5/13/2025,01:51
904029,26,41553,true,5/12/2025,19:39
903978,51,36989,true,5/12/2025,18:36
903949,25,37403,true,5/12/2025,18:09
903885,32,9834,true,5/12/2025,16:12
903875,29,1805,true,5/12/2025,15:59
903862,7,9083,true,5/12/2025,15:32
903697,16,2211,true,5/12/2025,09:43
903648,30,3197,true,5/12/2025,07:59
903644,32,14254,true,5/12/2025,07:51
903096,25,1433,true,5/11/2025,21:37
903083,54,29053,true,5/11/2025,21:26
902971,30,2649,true,5/11/2025,19:56
902945,30,1192,true,5/11/2025,19:33
902788,42,33332,true,5/11/2025,16:21
902608,16,3255,true,5/11/2025,11:34
902556,21,4132,true,5/11/2025,09:03
902426,19,34431,true,5/11/2025,03:32
902386,32,26671,true,5/11/2025,02:45
902307,19,4561,true,5/11/2025,01:23
902114,37,1332,true,5/10/2025,22:31
901859,46,1775,true,5/10/2025,18:25
901359,40,12288,true,5/10/2025,01:01
901350,29,1267,false,5/10/2025,01:06
900992,29,8920,true,5/9/2025,19:48
900926,76,26091,true,5/9/2025,17:54
900922,15,8920,true,5/9/2025,17:48
900910,70,2179,true,5/9/2025,17:32
900877,29,4414,true,5/9/2025,16:49
900777,14,41074,true,5/9/2025,13:59
900596,51,9177,false,5/9/2025,06:45
900305,30,1321,true,5/9/2025,00:44
900264,18,1335,true,5/9/2025,00:11
900003,29,22408,true,5/8/2025,21:00
899812,12,2516,true,5/8/2025,16:37
899634,21,12070,true,5/8/2025,11:15
899508,48,22900,true,5/8/2025,06:39
899444,39,38850,true,5/8/2025,03:23
899440,39,22442,true,5/8/2025,03:21
898993,45,38098,true,5/7/2025,20:36
898981,28,36950,true,5/7/2025,20:25
898843,35,2654,true,5/7/2025,17:09
898742,39,49892,true,5/7/2025,13:38
898053,46,13865,true,5/6/2025,20:17
898041,14,1660,true,5/6/2025,20:05
898008,36,41814,true,5/6/2025,19:46
897923,7,2014,true,5/6/2025,18:05
897842,21,37451,true,5/6/2025,16:46
897821,25,23498,true,5/6/2025,16:10
897622,30,37025,true,5/6/2025,07:13
897135,29,25638,true,5/5/2025,20:27
897112,92,49855,true,5/5/2025,20:12
897106,43,1515,true,5/5/2025,20:05
896998,45,32535,true,5/5/2025,17:50
896992,75,2151,true,5/5/2025,17:43
896966,19,25269,true,5/5/2025,17:06
896937,103,2179,true,5/5/2025,16:49
896692,43,38029,true,5/5/2025,08:03
896674,46,12300,true,5/5/2025,07:16
896627,14,23503,true,5/5/2025,03:59
896553,65,49843,true,5/5/2025,02:07
896374,40,42132,true,5/4/2025,23:36
896276,40,1535,true,5/4/2025,22:27
896001,54,5963,true,5/4/2025,18:15
895947,63,39074,true,5/4/2025,17:21
895932,15,1433,true,5/4/2025,17:07
895929,44,30296,true,5/4/2025,17:03
895911,23,12444,true,5/4/2025,16:40
895491,30,37025,true,5/4/2025,06:11
895398,16,8693,true,5/4/2025,03:04
895227,23,2009,true,5/3/2025,23:34
895067,29,2217,true,5/3/2025,21:42
895065,30,9165,true,5/3/2025,21:42
894805,36,37016,true,5/3/2025,17:55
894711,47,20060,true,5/3/2025,16:12
894710,47,3944,true,5/3/2025,16:05
894706,25,9004,true,5/3/2025,15:55
894564,16,38460,true,5/3/2025,12:48
894343,15,1433,true,5/3/2025,03:28
894249,23,34105,true,5/3/2025,01:39
893990,41,18928,true,5/2/2025,22:25
893882,7,1937,true,5/2/2025,21:13
893853,41,7563,true,5/2/2025,20:41
893761,27,7575,true,5/2/2025,19:30
893701,30,18532,true,5/2/2025,18:20
893650,35,1321,true,5/2/2025,18:03
893646,29,18909,true,5/2/2025,17:58
893611,23,19797,true,5/2/2025,17:29
893585,51,2696,true,5/2/2025,17:14
893543,30,36884,true,5/2/2025,16:52
893456,25,38460,true,5/2/2025,15:05
893453,18,1433,true,5/2/2025,15:04
893374,67,29660,true,5/2/2025,13:47
893036,23,34105,true,5/2/2025,02:26
892996,46,24694,true,5/2/2025,01:49
892904,32,3258,true,5/2/2025,00:42
892812,29,34431,true,5/1/2025,23:31
892790,23,1493,true,5/1/2025,23:17
892430,7,8776,true,5/1/2025,19:29
892412,39,8776,true,5/1/2025,19:09
892353,31,1122,true,5/1/2025,18:17
892289,60,2476,true,5/1/2025,17:17
892212,21,25761,true,5/1/2025,15:34
891989,31,2584,true,5/1/2025,12:07
891988,25,17018,true,5/1/2025,12:06
891978,88,41162,true,5/1/2025,11:46
891947,68,1808,true,5/1/2025,11:02
891918,30,36989,true,5/1/2025,10:03
891829,14,48633,true,5/1/2025,07:57
891638,46,7296,true,5/1/2025,02:51
891618,37,10831,true,5/1/2025,02:34
891402,15,1814,true,5/1/2025,00:12
891398,14,42588,true,5/1/2025,00:07
891243,15,3909,true,4/30/2025,22:10
891239,7,5692,true,4/30/2025,22:05
891137,16,8693,true,4/30/2025,20:55
891051,23,2930,true,4/30/2025,19:04
890875,37,37451,true,4/30/2025,15:32
890700,32,3707,true,4/30/2025,10:50
890100,54,34129,true,4/29/2025,20:14
889917,43,22992,true,4/29/2025,17:55
889794,23,30961,true,4/29/2025,16:05
889395,23,29703,true,4/29/2025,03:01
889380,7,2339,true,4/29/2025,02:52
889047,25,1650,true,4/28/2025,22:24
888913,30,37717,true,4/28/2025,20:45
888781,50,4147,true,4/28/2025,18:55
888664,40,35494,true,4/28/2025,16:59
888630,45,2384,true,4/28/2025,16:03
888552,25,1335,true,4/28/2025,14:11
888341,14,9052,true,4/28/2025,08:29
888100,30,37025,true,4/28/2025,01:22
888043,71,9165,true,4/28/2025,00:42
887911,25,18909,true,4/27/2025,23:21
887642,50,9320,true,4/27/2025,21:03
887581,67,27353,true,4/27/2025,20:20
887485,32,4230,true,4/27/2025,19:36
887426,29,8959,true,4/27/2025,18:39
887390,14,37016,true,4/27/2025,18:01
887370,32,20953,true,4/27/2025,17:41
887295,66,2068,true,4/27/2025,16:29
887275,15,29747,true,4/27/2025,16:02
886790,32,3418,true,4/27/2025,03:41
886742,39,38396,true,4/27/2025,02:54
886580,30,10734,true,4/27/2025,00:49
886508,40,34672,true,4/27/2025,00:04
886476,28,33553,true,4/26/2025,23:18
886435,29,38251,true,4/26/2025,22:48
886377,16,8693,true,4/26/2025,21:48
886330,37,10833,true,4/26/2025,21:16
886230,41,2131,true,4/26/2025,19:34
886202,29,1661,true,4/26/2025,19:01
886097,70,2384,true,4/26/2025,16:41
885642,14,34254,true,4/25/2025,00:00
885574,22,12234,true,4/25/2025,23:03
885372,29,37016,true,4/25/2025,20:13
885301,25,3217,true,4/25/2025,19:03
885211,29,1070,true,4/25/2025,17:06
885186,122,1568,true,4/25/2025,16:49
885183,45,1468,true,4/25/2025,16:38
885173,49,4364,true,4/25/2025,16:29
884798,29,18909,true,4/25/2025,03:46
884763,46,2091,true,4/25/2025,02:50
884697,23,11996,true,4/25/2025,01:08
884573,28,34028,true,4/24/2025,22:47
884354,28,2277,true,4/24/2025,19:06
884338,30,2400,true,4/24/2025,18:32
884309,25,2227,true,4/24/2025,17:47
884274,54,1058,true,4/24/2025,16:56
883984,31,32535,true,4/24/2025,06:43
883964,14,30569,true,4/24/2025,05:09
883837,15,2860,true,4/24/2025,00:22
883746,27,1447,true,4/23/2025,22:45
883489,30,39074,true,4/23/2025,18:32
883413,18,1335,true,4/23/2025,16:37
882770,42,6078,true,4/22/2025,21:02
882691,30,24605,true,4/22/2025,19:27
882624,47,16942,true,4/22/2025,18:12
882576,47,1058,true,4/22/2025,17:09
882145,14,27559,true,4/22/2025,01:06
881839,16,33097,true,4/21/2025,19:43
881747,46,9376,true,4/21/2025,17:50
881672,38,2384,true,4/21/2025,16:21
881509,16,12070,true,4/21/2025,11:40
881393,46,34105,true,4/21/2025,06:37
881260,51,19488,true,4/21/2025,00:20
881244,23,36821,true,4/20/2025,23:53
880883,20,10031,true,4/20/2025,17:22
880656,7,20513,true,4/20/2025,09:28
880165,91,15627,true,4/19/2025,19:03
880037,23,12196,true,4/19/2025,16:09
880020,34,1148,true,4/19/2025,15:39
879841,67,9078,true,4/19/2025,10:10
879247,48,38909,true,4/18/2025,20:00
879133,7,12196,true,4/18/2025,17:49
878479,37,36950,true,4/18/2025,01:38
877517,47,1468,true,4/17/2025,00:33
877297,30,25492,true,4/16/2025,21:18
877234,29,1503,true,4/16/2025,20:06
877167,14,47189,true,4/16/2025,18:55
877052,25,8652,true,4/16/2025,16:26
877016,47,1058,true,4/16/2025,15:22
876815,45,7297,true,4/16/2025,09:25
876806,23,24582,true,4/16/2025,09:08
876712,62,42005,true,4/16/2025,04:27
876546,30,2241,true,4/16/2025,00:16
876368,14,30569,true,4/15/2025,21:40
876182,25,1485,true,4/15/2025,18:01
876180,15,1633,true,4/15/2025,17:59
875921,21,46824,true,4/15/2025,11:09
875857,69,1871,true,4/15/2025,08:11
875324,29,7322,true,4/14/2025,19:09
875288,31,1263,true,4/14/2025,18:24
875205,52,12085,true,4/14/2025,16:49
875068,14,4073,true,4/14/2025,13:23
874971,88,36137,true,4/14/2025,09:55
874496,30,2519,true,4/13/2025,21:18
874297,23,22572,true,4/13/2025,17:53
874098,32,1058,true,4/13/2025,14:13
873931,31,2481,true,4/13/2025,10:16
873928,21,46824,true,4/13/2025,10:08
873926,30,29736,true,4/13/2025,10:04
873852,19,38082,true,4/13/2025,07:04
873834,30,29854,true,4/13/2025,06:33
873833,30,34105,true,4/13/2025,06:30
873761,62,1776,true,4/13/2025,02:40
873646,58,20431,true,4/13/2025,01:43
873600,55,31391,true,4/13/2025,00:52
873511,57,4523,true,4/12/2025,23:35
873473,14,1849,true,4/12/2025,22:52
873193,61,4249,true,4/12/2025,19:17
873184,45,7185,true,4/12/2025,19:04
873165,54,20431,true,4/12/2025,18:44
873106,29,8959,true,4/12/2025,18:04
873050,38,7336,true,4/12/2025,17:07
872995,29,29837,true,4/12/2025,16:17
872355,18,1335,true,4/12/2025,00:39
872143,16,38643,true,4/11/2025,22:09
872084,16,1937,true,4/11/2025,21:34
872077,48,7334,true,4/11/2025,21:28
872029,50,2811,true,4/11/2025,20:56
871973,29,2811,true,4/11/2025,20:06
871940,45,1661,true,4/11/2025,19:38
871746,35,1456,true,4/11/2025,16:40
871582,37,2781,true,4/11/2025,14:00
871458,44,17043,true,4/11/2025,11:15
871434,32,1335,true,4/11/2025,10:34
871246,30,18385,true,4/11/2025,07:15
871016,133,12234,true,4/11/2025,01:45
871009,25,2310,true,4/11/2025,01:34
870592,45,32535,true,4/10/2025,21:10
870499,25,1661,true,4/10/2025,19:37
870368,55,37904,true,4/10/2025,17:23
870013,43,5842,true,4/10/2025,10:28
869922,23,29837,true,4/10/2025,07:59
869825,18,1335,true,4/10/2025,04:53
869459,51,4489,true,4/9/2025,22:13
869364,23,2404,true,4/9/2025,20:52
869332,25,1485,true,4/9/2025,20:21
869207,14,8724,true,4/9/2025,17:50
869142,29,28407,true,4/9/2025,16:27
868192,55,36667,true,4/8/2025,19:14
868187,69,20431,true,4/8/2025,18:59
868086,23,35787,true,4/8/2025,16:57
868027,30,1814,true,4/8/2025,15:22
867899,26,30569,true,4/8/2025,11:37
867887,16,29053,true,4/8/2025,10:52
867856,37,40905,true,4/8/2025,09:40
867843,36,12234,true,4/8/2025,09:04
867591,21,1849,true,4/8/2025,02:46
867580,30,2926,true,4/8/2025,02:30
867382,16,10563,true,4/7/2025,23:24
867033,25,3689,true,4/7/2025,17:17
866996,23,1995,true,4/7/2025,16:26
866985,31,1727,true,4/7/2025,16:10
866830,35,28407,true,4/7/2025,12:29
866759,23,1382,true,4/7/2025,10:29
866657,33,1058,true,4/7/2025,07:55
866628,14,41150,true,4/7/2025,07:28
866603,28,33518,true,4/7/2025,06:55
866572,47,36864,true,4/7/2025,05:50
866420,30,1123,true,4/7/2025,02:01
866402,23,34105,true,4/7/2025,01:48
866307,32,7494,true,4/7/2025,00:22
866218,61,17263,true,4/6/2025,23:11
866155,46,3217,true,4/6/2025,22:30
866064,25,10833,true,4/6/2025,20:58
865977,25,29053,true,4/6/2025,19:37
865832,60,5969,true,4/6/2025,17:01
865800,16,15801,true,4/6/2025,15:47
865772,21,30569,true,4/6/2025,15:15
865618,93,41162,true,4/6/2025,12:41
865293,19,2486,true,4/6/2025,03:05
865190,23,34105,true,4/6/2025,01:55
865155,54,20431,true,4/6/2025,01:29
864650,22,13931,true,4/5/2025,18:05
864625,16,42468,true,4/5/2025,17:29
864397,22,1995,true,4/5/2025,12:05
864382,30,7334,true,4/5/2025,11:37
864317,73,3689,true,4/5/2025,09:07
864299,39,33606,true,4/5/2025,08:34
863837,52,8724,true,4/5/2025,00:51
863792,65,1535,true,4/5/2025,00:30
863703,64,37322,true,4/4/2025,23:39
863612,84,2888,true,4/4/2025,22:42
863476,15,22544,true,4/4/2025,21:11
863407,59,2217,true,4/4/2025,20:15
863404,103,4532,true,4/4/2025,20:14
863401,46,11912,true,4/4/2025,20:12
863361,30,30569,true,4/4/2025,19:24
863354,47,24009,true,4/4/2025,19:18
